ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024,Z_score
350015000,70000,1989/07/03 04:00:00+00,3,1950.0,2194.0,B -,1989,6.0,1989.0,17444,11199.0,6245.0,123.94166666666666,177170,-0.3960956175749926
350015000,57000,1984/08/23 04:00:00+00,3,1950.0,2194.0,B -,1984,6.0,1984.0,16531,10962.0,5569.0,103.93333333333334,172040,-0.40600649190958354
350015000,97000,1998/05/18 04:00:00+00,3,1950.0,2194.0,B -,1998,6.0,1998.0,20448,13370.0,7078.0,163.00833333333333,186669,-0.3777440785293242
350019000,9000,1968/05/01 04:00:00+00,3,1952.0,1312.0,C -,1968,4.0,1968.0,9011,5342.0,3669.0,34.791666666666664,81148,-0.5816047745644838
350024000,42000,1988/01/29 05:00:00+00,3,1971.0,1200.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,111395,-0.523169254876692
350026000,82820,2017/07/12 04:00:00+00,3,1970.0,816.0,C,2017,4.5,2017.0,24360,16655.0,7705.0,245.121,105990,-0.5336114138978351
350026000,170500,2018/06/04 04:00:00+00,3,1970.0,816.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,213005,-0.3268643930564613
350026000,49000,1999/09/01 04:00:00+00,3,1970.0,816.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,92273,-0.5601118940630561
350026000,87000,2012/07/10 04:00:00+00,3,1970.0,816.0,C,2012,4.5,2012.0,23907,15822.0,8085.0,229.58608333333333,118873,-0.5087221752911032
350026100,33000,1996/07/30 04:00:00+00,2,1970.0,792.0,C -,1996,4.0,1996.0,19789,13129.0,6660.0,156.85833333333332,65996,-0.6108775948213496
350026110,45000,1998/08/31 04:00:00+00,3,1970.0,960.0,C -,1998,4.0,1998.0,20448,13370.0,7078.0,163.00833333333333,86599,-0.5710737461048628
350026120,45000,1999/06/30 04:00:00+00,3,1970.0,960.0,C -,1999,4.0,1999.0,20794,13576.0,7218.0,166.58333333333334,84740,-0.5746652305859554
350026130,45000,1997/12/01 05:00:00+00,3,1970.0,960.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,87938,-0.5684868726674326
350026140,44000,1997/05/07 04:00:00+00,3,1970.0,888.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,85984,-0.5722618918584249
350026150,37000,1997/08/29 04:00:00+00,2,1970.0,768.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,72305,-0.598688958139686
350026160,37000,1998/06/26 04:00:00+00,2,1970.0,816.0,C -,1998,4.0,1998.0,20448,13370.0,7078.0,163.00833333333333,71203,-0.6008179607745241
350026200,37000,1996/12/19 05:00:00+00,2,1970.0,816.0,C -,1996,4.0,1996.0,19789,13129.0,6660.0,156.85833333333332,73995,-0.5954239722477838
350026300,80000,2015/03/20 04:00:00+00,2,1970.0,816.0,C -,2015,4.0,2015.0,23883,16736.0,7147.0,237.00175000000002,105888,-0.533808472217938
350026300,37000,1996/09/30 04:00:00+00,2,1970.0,816.0,C -,1996,4.0,1996.0,19789,13129.0,6660.0,156.85833333333332,73995,-0.5954239722477838
350026400,45000,1997/07/24 04:00:00+00,3,1970.0,996.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,87938,-0.5684868726674326
350026500,44000,1996/12/19 05:00:00+00,3,1970.0,960.0,C -,1996,4.0,1996.0,19789,13129.0,6660.0,156.85833333333332,87994,-0.5683786837858075
350026600,45000,1997/04/25 04:00:00+00,3,1970.0,996.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,87938,-0.5684868726674326
350026700,37000,1996/07/01 04:00:00+00,2,1970.0,960.0,C -,1996,4.0,1996.0,19789,13129.0,6660.0,156.85833333333332,73995,-0.5954239722477838
350026800,37000,1997/12/12 05:00:00+00,2,1970.0,856.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,72305,-0.598688958139686
350026900,37000,1997/09/30 04:00:00+00,2,1970.0,792.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,72305,-0.598688958139686
350070000,125000,2018/10/15 04:00:00+00,3,2022.0,1808.0,B,2018,6.5,2018.0,24639,16777.0,7862.0,251.0995,156162,-0.43668190373894705
350070000,489900,2022/09/30 04:00:00+00,3,2022.0,1808.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,525178,0.27623645950733045
350072000,35000,2020/07/28 04:00:00+00,3,2020.0,1940.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,42415,-0.6564347737071173
350072000,9000,2004/09/23 04:00:00+00,3,2020.0,1940.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,14945,-0.7095052840328897
350072000,8500,1984/09/17 04:00:00+00,3,2020.0,1940.0,B,1984,6.5,1984.0,16531,10962.0,5569.0,103.93333333333334,25655,-0.6888141604220771
350072000,470895,2021/07/29 04:00:00+00,3,2020.0,1940.0,B,2021,6.5,2021.0,26026,17299.0,8727.0,270.96791666666667,545152,0.3148251152498488
350072000,6500,1981/12/04 05:00:00+00,3,2020.0,1940.0,B,1981,6.5,1981.0,16420,11053.0,5367.0,90.93333333333334,22423,-0.6950582044473009
350076000,145000,2010/09/14 04:00:00+00,4,1951.0,2101.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,208579,-0.33541517859347875
350085000,150000,2018/11/08 05:00:00+00,1,2019.0,672.0,C++,2018,5.5,2018.0,24639,16777.0,7862.0,251.0995,187394,-0.37634341890114126
350085000,577000,2021/04/06 04:00:00+00,1,2019.0,672.0,C++,2021,5.5,2021.0,26026,17299.0,8727.0,270.96791666666667,667989,0.5521393590389609
350085000,740000,2024/03/28 04:00:00+00,1,2019.0,672.0,C++,2024,5.5,2024.0,26470,17901.0,8569.0,313.69783333333334,740000,0.6912606010873482
350087000,58500,2001/03/02 05:00:00+00,2,1957.0,864.0,C -,2001,4.0,2001.0,21133,13766.0,7367.0,177.04166666666666,103655,-0.5381225038727415
350091000,72000,2002/08/26 04:00:00+00,2,2002.0,2880.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,125572,-0.4957800803266929
350093000,45500,1987/11/30 05:00:00+00,2,1962.0,1002.0,C,1987,4.5,1987.0,17034,11097.0,5937.0,113.61666666666667,125626,-0.4956757553336972
350094000,2500,1966/12/23 05:00:00+00,3,1968.0,1232.0,C -,1966,4.0,1966.0,7873,4513.0,3360.0,32.47083333333333,24152,-0.6917178727271239
360004000,6500,1988/10/31 04:00:00+00,3,1998.0,1344.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,17239,-0.7050734037748875
360004000,12500,1998/01/23 05:00:00+00,3,1998.0,1344.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,24055,-0.6919052713256533
360004000,85000,1998/12/09 05:00:00+00,3,1998.0,1344.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,163576,-0.4223584685895012
360005100,334950,2006/10/25 04:00:00+00,4,2005.0,1904.0,B +,2006,7.0,2006.0,22371,14678.0,7693.0,201.5583333333333,521303,0.26875017528773204
360007000,51400,2010/12/07 05:00:00+00,2,1955.0,900.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,73937,-0.5955360250180384
360009000,355000,2006/08/28 04:00:00+00,6,2015.0,1484.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,552508,0.32903649762904
360009000,8000,1999/08/17 04:00:00+00,6,2015.0,1484.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,15065,-0.7092734507151216
360009000,10000,1991/03/29 04:00:00+00,6,2015.0,1484.0,C,1991,4.5,1991.0,17606,11306.0,6300.0,136.16666666666666,23037,-0.6938719906380536
360009000,2600,1982/02/05 05:00:00+00,6,2015.0,1484.0,C,1982,4.5,1982.0,16446,11104.0,5342.0,96.53333333333335,8449,-0.7220551943014087
360009000,27000,2012/12/20 05:00:00+00,6,2015.0,1484.0,C,2012,4.5,2012.0,23907,15822.0,8085.0,229.58608333333333,36891,-0.6671068341017139
360011000,317500,2014/03/07 05:00:00+00,3,2013.0,1760.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,420755,0.07449703832974999
360011000,25000,2011/11/01 04:00:00+00,3,2013.0,1760.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,34867,-0.6710170893947377
360016000,48000,2003/04/02 04:00:00+00,3,2003.0,1711.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,81834,-0.5802794607645755
360016000,160000,2003/12/12 05:00:00+00,3,2003.0,1711.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,272780,-0.21138242164317236
360016000,429000,2022/10/04 04:00:00+00,3,2003.0,1711.0,C +,2022,5.0,2022.0,26149,17496.0,8653.0,292.6254166666667,459892,0.15010754297553652
360020000,130000,2003/07/10 04:00:00+00,3,1952.0,1431.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,221634,-0.3101936455646124
360020000,227000,2016/06/30 04:00:00+00,3,1952.0,1431.0,C,2016,4.5,2016.0,23898,16331.0,7567.0,240.00541666666666,296699,-0.16517224557902416
360020000,190000,2009/06/08 04:00:00+00,3,1952.0,1431.0,C,2009,4.5,2009.0,24355,15476.0,8879.0,214.56466666666665,277783,-0.20171690423655278
360020000,180000,2012/05/21 04:00:00+00,3,1952.0,1431.0,C,2012,4.5,2012.0,23907,15822.0,8085.0,229.58608333333333,245945,-0.263226147329088
360021000,89900,1999/09/17 04:00:00+00,3,1993.0,1428.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,169293,-0.41131354294216077
360021000,185000,2005/08/16 04:00:00+00,3,1993.0,1428.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,297204,-0.16419661370008293
360021000,9000,1992/01/27 05:00:00+00,3,1993.0,1428.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,20121,-0.699505540259821
360022000,19000,1973/01/30 05:00:00+00,4,1956.0,1200.0,C,1973,4.5,1973.0,13732,8873.0,4859.0,44.425000000000004,134164,-0.47918081477448915
360022200,157000,2014/01/21 05:00:00+00,3,1956.0,1350.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,208058,-0.3364217215814557
360022200,67000,1999/12/21 05:00:00+00,3,1956.0,1350.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,126169,-0.4946267095707961
360022300,140000,2003/02/03 05:00:00+00,3,1951.0,864.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,238683,-0.27725592694269413
360022300,45000,2002/01/25 05:00:00+00,3,1951.0,864.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,78482,-0.5867553381075674
360022400,75000,2002/12/04 05:00:00+00,2,1957.0,962.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,130804,-0.485672147671999
360022400,255000,2021/06/02 04:00:00+00,2,1957.0,962.0,C,2021,4.5,2021.0,26026,17299.0,8727.0,270.96791666666667,295211,-0.16804697871934993
360022400,16000,1973/12/07 05:00:00+00,2,1957.0,962.0,C,1973,4.5,1973.0,13732,8873.0,4859.0,44.425000000000004,112980,-0.5201071231378369
360022400,143500,2004/04/30 04:00:00+00,2,1957.0,962.0,C,2004,4.5,2004.0,21691,14129.0,7562.0,188.90833333333333,238293,-0.2780093852254408
360022400,185000,2006/06/26 04:00:00+00,2,1957.0,962.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,287927,-0.1821192611078802
360023100,42000,2013/09/16 04:00:00+00,2,1964.0,999.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,56558,-0.6291112852638192
360024000,42814,2002/04/03 04:00:00+00,3,1959.0,1008.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,74670,-0.5941199098353376
360031000,1000,1966/10/06 04:00:00+00,3,1970.0,912.0,C -,1966,4.0,1966.0,7873,4513.0,3360.0,32.47083333333333,9660,-0.7197156097362646
360040000,45000,2010/07/30 04:00:00+00,3,2017.0,1172.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,64731,-0.6133215043794894
360040000,83300,2013/01/31 05:00:00+00,3,2017.0,1172.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,112173,-0.5216662021998282
360040000,28500,2002/02/28 05:00:00+00,3,2017.0,1172.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,49705,-0.6423508996526986
360040000,130000,2013/12/03 05:00:00+00,3,2017.0,1172.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,175060,-0.40017202007908365
360040000,114500,2013/09/24 04:00:00+00,3,2017.0,1172.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,154188,-0.44049556181623406
360040000,375000,2018/08/17 04:00:00+00,3,2017.0,1172.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,468486,0.16671067241636975
360041000,130000,2013/12/03 05:00:00+00,3,2017.0,1172.0,C -,2013,4.0,2013.0,23464,16087.0,7377.0,232.95174999999998,175060,-0.40017202007908365
360041000,28500,2002/02/28 05:00:00+00,3,2017.0,1172.0,C -,2002,4.0,2002.0,21536,13805.0,7731.0,179.86666666666667,49705,-0.6423508996526986
360041000,271900,2020/12/17 05:00:00+00,3,2017.0,1172.0,C -,2020,4.0,2020.0,25642,17314.0,8328.0,258.85575,329505,-0.10179288038982537
360041000,26900,2013/01/31 05:00:00+00,3,2017.0,1172.0,C -,2013,4.0,2013.0,23464,16087.0,7377.0,232.95174999999998,36224,-0.6683954409596421
360041000,114500,2013/09/24 04:00:00+00,3,2017.0,1172.0,C -,2013,4.0,2013.0,23464,16087.0,7377.0,232.95174999999998,154188,-0.44049556181623406
360046000,55000,1997/03/07 05:00:00+00,3,1959.0,880.0,C -,1997,4.0,1997.0,20262,13246.0,7016.0,160.525,107480,-0.5307328168688799
360047000,150000,2013/02/01 05:00:00+00,3,1952.0,900.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,201993,-0.34813896385032395
360047000,94100,2012/08/17 04:00:00+00,3,1952.0,900.0,C,2012,4.5,2012.0,23907,15822.0,8085.0,229.58608333333333,128574,-0.4899803834938582
360053000,53200,2001/11/09 05:00:00+00,2,1962.0,837.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,94264,-0.5562653929324185
360053000,52500,1995/09/01 04:00:00+00,2,1962.0,837.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,108077,-0.529579446112983
360053000,170000,2015/07/02 04:00:00+00,2,1962.0,837.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,225013,-0.3036656057251226
360055000,180000,2008/05/08 04:00:00+00,3,1960.0,1246.0,C,2008,4.5,2008.0,22813,15207.0,7606.0,215.25424999999998,262320,-0.23159055917530122
360055000,230000,2017/08/23 04:00:00+00,3,1960.0,1246.0,C,2017,4.5,2017.0,24360,16655.0,7705.0,245.121,294346,-0.16971811055159577
360055000,399000,2021/11/19 05:00:00+00,3,1960.0,1246.0,C,2021,4.5,2021.0,26026,17299.0,8727.0,270.96791666666667,461919,0.1540235941015045
360055000,40000,1988/03/01 05:00:00+00,3,1960.0,1246.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,106091,-0.5334162875220468
360060000,58200,1998/05/21 04:00:00+00,3,1971.0,1000.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,112001,-0.5219984966219625
360060000,61500,1991/08/05 04:00:00+00,3,1971.0,1000.0,C,1991,4.5,1991.0,17606,11306.0,6300.0,136.16666666666666,141682,-0.4646564574163109
360060000,210000,2022/11/07 05:00:00+00,3,1971.0,1000.0,C,2022,4.5,2022.0,26149,17496.0,8653.0,292.6254166666667,225122,-0.3034550237948164
360060000,58983,1998/02/02 05:00:00+00,3,1971.0,1000.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,113508,-0.5190870565396568
360061000,36500,1993/04/21 04:00:00+00,2,1971.0,816.0,C,1993,4.5,1993.0,19711,12446.0,7265.0,144.475,79252,-0.5852677409852215
360061000,65000,1993/12/08 05:00:00+00,2,1971.0,816.0,C,1993,4.5,1993.0,19711,12446.0,7265.0,144.475,141134,-0.4657151629007857
360085000,138910,2002/09/24 04:00:00+00,3,2002.0,1599.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,242267,-0.27033183851868364
360085000,18000,2002/03/08 05:00:00+00,3,2002.0,1599.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,31393,-0.6777286639441273
370010000,118200,1994/06/10 04:00:00+00,3,1976.0,1150.0,C,1994,4.5,1994.0,19724,12568.0,7156.0,148.225,250154,-0.2550945937083681
370015000,136000,1996/08/30 04:00:00+00,4,1951.0,2156.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,271983,-0.2129221812620162
370015000,212000,2001/08/01 04:00:00+00,4,1951.0,2156.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,375640,-0.012662629429522797
370015000,69000,1984/08/15 04:00:00+00,4,1951.0,2156.0,B,1984,6.5,1984.0,16531,10962.0,5569.0,103.93333333333334,208259,-0.33603340077419397
370017000,345000,2006/03/07 05:00:00+00,4,1950.0,1554.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,536945,0.29896964825881805
370017000,430000,2013/06/14 04:00:00+00,4,1950.0,1554.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,579047,0.3803083677977941
370017000,74000,1983/03/21 04:00:00+00,4,1950.0,1554.0,B,1983,6.5,1983.0,16379,10967.0,5412.0,99.58333333333333,233107,-0.28802844844165687
370017000,107000,1986/08/13 04:00:00+00,4,1950.0,1554.0,B,1986,6.5,1986.0,16985,11249.0,5736.0,109.69166666666666,306000,-0.14720323150767325
370017000,390000,2009/11/20 05:00:00+00,4,1950.0,1554.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,570187,0.36319134116924134
370019000,10950,1987/08/21 04:00:00+00,3,1951.0,1384.0,C,1987,4.5,1987.0,17034,11097.0,5937.0,113.61666666666667,30233,-0.67996971934922
370022000,429175,2014/07/15 04:00:00+00,2,1951.0,1700.0,B,2014,6.5,2014.0,23732,16483.0,7249.0,236.715,568748,0.36041127330033756
370022000,215000,2001/07/25 04:00:00+00,2,1951.0,1700.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,380955,-0.002394345396705887
370022000,95000,1994/11/10 05:00:00+00,2,1951.0,1700.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,201054,-0.3499530595618602
370026000,295000,2009/06/10 04:00:00+00,3,1951.0,1304.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,431295,0.09485973140705765
370029000,42300,1985/01/08 05:00:00+00,2,1951.0,1108.0,B,1985,6.5,1985.0,16889,11195.0,5694.0,107.60000000000001,123321,-0.5001288869791616
370029000,75000,1998/03/13 04:00:00+00,2,1951.0,1108.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,144332,-0.45953680498226296
370029000,45000,1979/03/21 04:00:00+00,2,1951.0,1108.0,B,1979,6.5,1979.0,16464,10838.0,5626.0,72.58333333333333,194485,-0.36264400176535483
370030000,3360,2010/03/31 04:00:00+00,4,1951.0,2087.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,4833,-0.7290411049434908
370030000,69600,1983/09/23 04:00:00+00,4,1951.0,2087.0,C,1983,4.5,1983.0,16379,10967.0,5412.0,99.58333333333333,219247,-0.314805196643885
370031000,80000,1988/11/30 05:00:00+00,3,1952.0,1467.0,B,1988,6.5,1988.0,17168,11197.0,5971.0,118.27499999999999,212182,-0.32845438322748827
370031000,330000,2017/05/16 04:00:00+00,3,1952.0,1467.0,B,2017,6.5,2017.0,24360,16655.0,7705.0,245.121,422323,0.0775263270152546
370031000,105000,1994/08/01 04:00:00+00,3,1952.0,1467.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,222218,-0.3090653900848071
370034000,136500,1993/08/18 04:00:00+00,3,1953.0,2288.0,B +,1993,7.0,1993.0,19711,12446.0,7265.0,144.475,296381,-0.1657866038711099
370034000,95000,1987/07/01 04:00:00+00,3,1953.0,2288.0,B +,1987,7.0,1987.0,17034,11097.0,5937.0,113.61666666666667,262296,-0.23163692583885484
370037200,275000,2006/11/30 05:00:00+00,3,1969.0,1276.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,427999,0.08849204294569087
370037200,115000,1993/03/03 05:00:00+00,3,1969.0,1276.0,C,1993,4.5,1993.0,19711,12446.0,7265.0,144.475,249698,-0.2559755603158873
370037200,385000,2017/12/13 05:00:00+00,3,1969.0,1276.0,C,2017,4.5,2017.0,24360,16655.0,7705.0,245.121,492710,0.21351009149651212
370037300,130000,1992/06/30 04:00:00+00,3,1965.0,1568.0,C +,1992,5.0,1992.0,19867,12614.0,7253.0,140.30833333333334,290650,-0.1768585767388566
370037300,329000,2007/01/05 05:00:00+00,3,1965.0,1568.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,497754,0.22325481862003585
370037300,162000,1999/11/19 05:00:00+00,3,1965.0,1568.0,C +,1999,5.0,1999.0,20794,13576.0,7218.0,166.58333333333334,305066,-0.1490076674976358
370037300,290000,2003/05/12 04:00:00+00,3,1965.0,1568.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,494415,0.21680405655313542
370037300,360000,2012/08/07 04:00:00+00,3,1965.0,1568.0,C +,2012,5.0,2012.0,23907,15822.0,8085.0,229.58608333333333,491890,0.21192589715842938
370037400,200,1992/11/18 05:00:00+00,3,1967.0,1118.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,447,-0.7375146127079188
370037400,51000,1978/08/17 04:00:00+00,3,1967.0,1118.0,C,1978,4.5,1978.0,16179,10562.0,5617.0,65.24166666666666,245220,-0.2646268069572709
370037400,328000,2016/05/27 04:00:00+00,3,1967.0,1118.0,C,2016,4.5,2016.0,23898,16331.0,7567.0,240.00541666666666,428710,0.0898656553534675
370037500,324900,2014/09/15 04:00:00+00,3,1967.0,1295.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,430561,0.09344168428004211
370037500,200,1992/11/18 05:00:00+00,3,1967.0,1295.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,447,-0.7375146127079188
370037500,86000,1981/07/31 04:00:00+00,3,1967.0,1295.0,C,1981,4.5,1981.0,16420,11053.0,5367.0,90.93333333333334,296679,-0.16521088446531884
370037500,429900,2018/06/26 04:00:00+00,3,1967.0,1295.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,537072,0.2992150051867894
370037600,37500,1975/07/17 04:00:00+00,3,1967.0,1937.0,C,1975,4.5,1975.0,15179,9770.0,5409.0,53.824999999999996,218553,-0.31614596599831113
370037700,117500,1995/10/13 04:00:00+00,2,1964.0,1274.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,241886,-0.27106790930259766
370037700,120000,1992/12/23 05:00:00+00,2,1964.0,1274.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,268292,-0.22005298772770335
370037800,325000,2006/01/04 05:00:00+00,3,1967.0,1317.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,505817,0.23883208562974473
370037800,285000,2004/06/22 04:00:00+00,3,1967.0,1317.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,473265,0.17594343429648865
370037800,160000,2002/04/04 04:00:00+00,3,1967.0,1317.0,C +,2002,5.0,2002.0,21536,13805.0,7731.0,179.86666666666667,279049,-0.19927106273409817
370037800,119500,1990/05/25 04:00:00+00,3,1967.0,1317.0,C +,1990,5.0,1990.0,17662,11304.0,6358.0,130.65833333333333,286907,-0.18408984430890998
370037800,79900,1984/07/13 04:00:00+00,3,1967.0,1317.0,C +,1984,5.0,1984.0,16531,10962.0,5569.0,103.93333333333334,241158,-0.27247436476372483
370039000,295000,2003/07/30 04:00:00+00,3,1952.0,1575.0,B +,2003,7.0,2003.0,21446,13829.0,7617.0,184.0,502939,0.2332719498919372
370039000,625000,2022/08/02 04:00:00+00,3,1952.0,1575.0,B +,2022,7.0,2022.0,26149,17496.0,8653.0,292.6254166666667,670007,0.5560380226660963
370039000,160000,1998/09/16 04:00:00+00,3,1952.0,1575.0,B +,1998,7.0,1998.0,20448,13370.0,7078.0,163.00833333333333,307908,-0.14351708175515873
370040000,65552,1983/06/29 04:00:00+00,3,1954.0,1199.0,B,1983,6.5,1983.0,16379,10967.0,5412.0,99.58333333333333,206495,-0.33944135054538666
370040000,299000,2016/05/31 04:00:00+00,3,1954.0,1199.0,B,2016,6.5,2016.0,23898,16331.0,7567.0,240.00541666666666,390806,0.01663723804774931
370040100,326000,2020/01/21 05:00:00+00,4,1954.0,1108.0,C++,2020,5.5,2020.0,25642,17314.0,8328.0,258.85575,395067,0.024869252772835457
370041000,150000,2000/05/18 04:00:00+00,2,1957.0,1609.0,C +,2000,5.0,2000.0,20810,13718.0,7092.0,172.1916666666667,273269,-0.2104377008732669
370041000,430000,2019/08/23 04:00:00+00,2,1957.0,1609.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,527630,0.2809735869670609
370041000,284000,2007/06/05 04:00:00+00,2,1957.0,1609.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,429672,0.09172418578424264
370041000,65000,1981/08/17 04:00:00+00,2,1957.0,1609.0,C +,1981,5.0,1981.0,16420,11053.0,5367.0,90.93333333333334,224234,-0.3051705903463012
370041000,625000,2024/08/06 04:00:00+00,2,1957.0,1609.0,C +,2024,5.0,2024.0,26470,17901.0,8569.0,313.69783333333334,625000,0.46908700489281485
370042000,92000,1997/02/27 05:00:00+00,2,1951.0,1648.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,179786,-0.39104165124764567
370043000,149000,1992/04/01 04:00:00+00,4,1951.0,1288.0,B,1992,6.5,1992.0,19867,12614.0,7253.0,140.30833333333334,333130,-0.09478958224891072
370044000,320000,2008/07/08 04:00:00+00,4,1953.0,2319.0,B,2008,6.5,2008.0,22813,15207.0,7606.0,215.25424999999998,466347,0.16257824352715142
370044000,164700,1997/07/15 04:00:00+00,4,1953.0,2319.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,321856,-0.11657032245323394
370046000,62250,1978/11/01 04:00:00+00,5,1954.0,2669.0,B +,1978,7.0,1978.0,16179,10562.0,5617.0,65.24166666666666,299313,-0.16012214314030668
370046000,122700,1987/05/29 04:00:00+00,5,1954.0,2669.0,B +,1987,7.0,1987.0,17034,11097.0,5937.0,113.61666666666667,338777,-0.08387989270360177
370048000,340000,2018/04/16 04:00:00+00,3,1950.0,2036.0,B +,2018,7.0,2018.0,24639,16777.0,7862.0,251.0995,424760,0.08223447531026397
370048000,80500,1999/11/17 05:00:00+00,3,1950.0,2036.0,B +,1999,7.0,1999.0,20794,13576.0,7218.0,166.58333333333334,151591,-0.4455128212016011
370050000,23500,1972/06/26 04:00:00+00,4,1950.0,1564.0,B,1972,6.5,1972.0,12907,8204.0,4703.0,41.80833333333333,176326,-0.397726178576629
